name,domain,careers_url,city,reason,confidence
Tonsley Clean Energy Tech,tonsleycleanenergy.com.au,https://tonsleycleanenergy.com.au/careers,Adelaide,"District energy microgrid thermal storage controllers, hydrogen blending burner sensors, and smart factory energy analytics, Tonsley SA HQ",High
Whyalla Green Steel Tech,whyallagreensteel.com.au,https://whyallagreensteel.com.au/careers,Whyalla,"Electric arc furnace hydrogen direct reduction telemetry, steel rolling temperature optical pyrometers, and industrial emissions sensors, Whyalla SA HQ",High
Port Augusta Solar Thermal,portaugustasolar.com.au,https://portaugustasolar.com.au/careers,Port Augusta,"Solar thermal molten salt receiver temperature sensors, heliostat field solar tracking computer vision, and grid sync telemetry, Port Augusta SA HQ",High
Forestry South East Telemetry,forestryse.com.au,https://forestryse.com.au/careers,Mount Gambier,"Radiata pine plantation acoustic wood quality loggers, automated log harvesting harvesters telematics, and timber mill laser sorters, Mount Gambier SA HQ",High
Barossa Wine Digital,barossawinedigital.com.au,https://barossawinedigital.com.au/careers,Tanunda,"Barossa Valley heritage vineyard micro-terroir weather stations, oak barrel maturation humidity telemetry, and optical grape sorting AI, Tanunda SA HQ",High
Port Lincoln Marine Tech,portlincolnmarine.com.au,https://portlincolnmarine.com.au/careers,Port Lincoln,"Southern bluefin tuna oceanic tow-cage acoustic biomass monitors, automated fish feeding underwater cameras, and shark deterrent sonar, Port Lincoln SA HQ",High
Riverland Irrigation IoT,riverlandirrigation.com.au,https://riverlandirrigation.com.au/careers,Renmark,"Murray River citrus orchard automated soil moisture tensiometers, automated river pump variable frequency drive controllers, and irrigation SaaS, Renmark SA HQ",High
Clare Valley Viticulture Tech,clarevalleytech.com.au,https://clarevalleytech.com.au/careers,Clare,"Riesling vineyard soil moisture probe arrays, solar-powered weather station mesh networks, and grape yield prediction models, Clare SA HQ",High
Roxby Downs Remote Mining,roxbydownstech.com.au,https://roxbydownstech.com.au/careers,Roxby Downs,"Olympic Dam underground copper-uranium mine autonomous ore pass telemetry, shaft hoist vibration monitoring, and deep cooling SCADA, Roxby Downs SA HQ",High
Victor Harbor Coastal Sensors,victorharborsensors.com.au,https://victorharborsensors.com.au/careers,Victor Harbor,"Encounter Bay right whale hydrophone detection networks, coastal bluff erosion optical lidar, and tourist maritime safety telemetry, Victor Harbor SA HQ",High
Ceduna Satellite Earth Station,cedunasatellite.com.au,https://cedunasatellite.com.au/careers,Ceduna,"Deep space satellite ground tracking parabolic antennas, low earth orbit telemetry data downlinks, and sovereign space communications, Ceduna SA HQ",High
Savage Interactive,procreate.com,https://procreate.com/careers,Hobart,"Digital art illustration and 2D animation engine (Procreate), Valkyrie graphics engine, and GPU-accelerated iPadOS creative tools, North Hobart TAS HQ",High
Bell Bay Clean Hydrogen Digital,bellbayhydrogen.com.au,https://bellbayhydrogen.com.au/careers,George Town,"Heavy industrial green hydrogen production SCADA, green ammonia export terminal telemetry, and industrial port power dispatch, Bell Bay TAS HQ",High
Devonport Agricultural Automation,devonportagtech.com.au,https://devonportagtech.com.au/careers,Devonport,"Northwest Tasmanian berry harvesting vision systems, automated vegetable packhouse optical weighers, and cold chain loggers, Devonport TAS HQ",High
Burnie Advanced Composites,burniecomposites.com.au,https://burniecomposites.com.au/careers,Burnie,"Underground hard-rock mining vehicle cabin composite materials, automated structural testing sensors, and industrial equipment telematics, Burnie TAS HQ",High
Charles Darwin University Deeptech,cdu.edu.au,https://www.cdu.edu.au/jobs-cdu,Darwin,"Tropical cybersecurity research testbed, northern Australian remote health telemetry platforms, and indigenous language speech algorithms, Casuarina Darwin NT HQ",High
NT Fleet Telematics,ntfleet.com.au,https://ntfleet.com.au/careers,Darwin,"Outback dirt highway remote satellite vehicle tracking, automated emergency rollover satellite beacons, and harsh-climate fleet telemetry, Darwin NT HQ",High
Arnhem Space Tech,arnhemspace.com.au,https://arnhemspace.com.au/careers,Nhulunbuy,"Equatorial sounding rocket launch range radar, orbital telemetry payload integration, and Arnhem Space Centre ground telemetry, Nhulunbuy NT HQ",High
Alice Springs Solar Desert Tech,alicespringssolar.com.au,https://alicespringssolar.com.au/careers,Alice Springs,"Desert ultra-high temperature solar PV degradation models, isolated microgrid battery dispatch AI, and remote indigenous community power telemetry, Alice Springs NT HQ",High
Employment Innovations,employmentinnovations.com,https://employmentinnovations.com/careers,Sydney,"Automated Australian modern award payroll interpretation software, HR compliance rules engine, and workplace advisory SaaS, Sydney NSW HQ",High
Uber Carshare,ubercarshare.com,https://ubercarshare.com/careers,Sydney,"Peer-to-peer car sharing telematics, digital keyless lockbox hardware, and dynamic vehicle dispatch algorithms, Ultimo NSW HQ",High
Sonder,sonder.io,https://sonder.io/careers,Sydney,"On-demand 24/7 personal safety and wellbeing mobile platform, critical incident geofence alerting, and clinical triage response, Sydney NSW HQ",High
GigaComm,gigacomm.net.au,https://gigacomm.net.au/careers,Sydney,"Ultra-fast fixed mmWave wireless gigabit broadband networks, multi-dwelling unit (MDU) rooftop mesh relays, and optical networking, Sydney NSW HQ",High
Willow Technology,willowinc.com,https://willowinc.com/careers,Sydney,"Real estate digital twin software (WillowTwin), smart precinct IoT integration, and rail infrastructure digital operations, Sydney NSW HQ",High
Who Gives A Crap,whogivesacrap.org,https://whogivesacrap.org/pages/careers,Melbourne,"Direct-to-consumer sustainability e-commerce architecture, global supply-chain ERP integration, and customer subscription logistics, Melbourne VIC HQ",High
Good Pair Days,goodpairdays.com,https://goodpairdays.com/au/careers,Sydney,"Machine learning wine palate profiling algorithms, personalized direct-to-consumer e-commerce, and logistics fulfillment SaaS, Sydney NSW HQ",High
Zero Latency VR,zerolatencyvr.com,https://zerolatencyvr.com/careers,Melbourne,"Free-roam warehouse-scale virtual reality optical tracking hardware, low-latency Wi-Fi 6E streaming, and proprietary multiplayer game engines, Melbourne VIC HQ",High
VAPAR,vapar.co,https://vapar.co/careers,Sydney,"Deep learning computer vision for automated municipal stormwater and sewer CCTV pipe fault classification, Sydney NSW HQ",High
CIM Tech,cim.io,https://cim.io/careers,Sydney,"Building analytics PEAK platform, continuous HVAC automated fault detection and diagnosis (FDD), and commercial real estate energy efficiency, Sydney NSW HQ",High
InDebted,indebted.co,https://indebted.co/careers,Sydney,"Machine-learning driven debt recovery, automated multi-channel borrower engagement, and consumer financial hardship APIs, Sydney NSW HQ",High
Koba Insurance,koba.com.au,https://koba.com.au/careers,Melbourne,"Pay-per-kilometre connected car telematics insurance, OBD-II real-time driving behavior tracking, and mobile insurance app, Melbourne VIC HQ",High
OpenSolar,opensolar.com,https://opensolar.com/careers,Sydney,"Cloud solar design and proposal software, interactive 3D solar array shading models, and solar financing integrations, Sydney NSW HQ",High
GivEngineering,givengineering.com,https://givengineering.com/careers,Melbourne,"Custom industrial electronic engineering, connected consumer hardware prototyping, and low-power IoT firmware design, Melbourne VIC HQ",High
Lumachain,lumachain.com,https://lumachain.com/careers,Sydney,"Computer vision for meat processing plants, worker safety and yield tracking AI, and global food supply chain traceability, Sydney NSW HQ",High
Great Wrap,greatwrap.co,https://greatwrap.co/careers,Melbourne,"Compostable biopolymer stretch wrap manufacturing, potato starch chemical upcycling, and agricultural film technology, Melbourne VIC HQ",High
Endua,endua.com,https://endua.com/careers,Brisbane,"Modular green hydrogen power generation, microgrid standalone power systems, and polymer electrolyte membrane fuel cells, Archerfield QLD HQ",High
Splend Tech,splend.com.au,https://splend.com.au/careers,Sydney,"On-demand gig economy vehicle fleet leasing platform, electric vehicle charging telemetry, and rideshare driver telemetry, Sydney NSW HQ",High
SmartSat CRC,smartsatcrc.com,https://smartsatcrc.com/careers,Adelaide,"Sovereign space research consortium, cognitive satellite communications, and earth observation artificial intelligence, Lot Fourteen Adelaide SA HQ",High
Australian Institute for Machine Learning,aiml.adelaide.edu.au,https://aiml.adelaide.edu.au/careers,Adelaide,"Foundational computer vision, visual question answering algorithms, robotic spatial reasoning, and medical image segmentation, Lot Fourteen Adelaide SA HQ",High
Monash MedTech,monash.edu,https://www.monash.edu/jobs,Melbourne,"Bionic vision cortical implants, brain-machine neural interfaces, and biomedical wearable diagnostic instruments, Clayton VIC HQ",High
CSL Limited,csl.com,https://www.csl.com/careers,Melbourne,"Global biotherapeutics manufacturing automation, plasma fractionation data systems, and recombinant hematology engineering, Parkville VIC HQ",High
Nanosonics,nanosonics.com.au,https://nanosonics.com.au/careers,Sydney,"Automated ultrasound probe trophon hydrogen peroxide mist disinfection systems and hospital digital infection prevention IoT, Lane Cove NSW HQ",High
Pro Medicus,promedicus.com.au,https://promedicus.com.au/careers,Melbourne,"Enterprise medical imaging viewing platforms (Visage 7), thin-client server-side 3D rendering, and clinical radiology workflow AI, Richmond VIC HQ",High
SomnoMed,somnomed.com.au,https://somnomed.com.au/careers,Sydney,"Continuous open airway therapy (COAT) digital oral medical appliances, 3D dental CAD/CAM milling, and patient compliance micro-sensors, Sydney NSW HQ",High
Cyclopharm,cyclopharm.com.au,https://cyclopharm.com.au/careers,Sydney,"Technegas micro-aerosol ventilation pulmonary imaging systems and radioactive nanoparticle lung functional diagnostics, Kingsgrove NSW HQ",High
Polynovo,polynovo.com,https://polynovo.com/careers,Melbourne,"Patented bio-absorbable synthetic polymer skin tissue regeneration matrices (Novosorb) and automated biomedical manufacturing, Port Melbourne VIC HQ",High
Clinuvel Pharmaceuticals,clinuvel.com,https://clinuvel.com/careers,Melbourne,"Targeted melanocortin receptor peptide pharmaceuticals, controlled-release micro-implants, and systemic photomedicine clinical trials, Melbourne VIC HQ",High
Opthea,opthea.com,https://opthea.com/careers,Melbourne,"Recombinant biologic trap molecules for retinal vascular eye diseases, wet age-related macular degeneration clinical data platforms, South Yarra VIC HQ",High
Mayne Pharma Tech,maynepharma.com,https://maynepharma.com/careers,Adelaide,"Micro-pellet drug delivery formulation technology, modified-release oral dosage manufacturing automation, and commercial pharmaceutical validation, Salisbury SA HQ",High
Starpharma,starpharma.com,https://starpharma.com/careers,Melbourne,"Dendrimer nanotechnology polymer delivery architecture (DEP), targeted antibody-dendrimer conjugates, and nanoscale therapeutics, Abbotsford VIC HQ",High
Mesoblast,mesoblast.com,https://mesoblast.com/careers,Melbourne,"Allogeneic cellular medicines, mesenchymal adult stem cell bioreactor expansion, and systemic inflammatory disease immunotherapy, Melbourne VIC HQ",High
Genetic Signatures,geneticsignatures.com,https://geneticsignatures.com/careers,Sydney,"3base chemical bisulfite modification molecular diagnostics and high-throughput real-time PCR respiratory pathogen screening instruments, Sydney NSW HQ",High
Bionomics,bionomics.com.au,https://bionomics.com.au/careers,Adelaide,"Positive allosteric modulators of alpha7 nicotinic acetylcholine receptors and ion channel central nervous system therapeutics, Adelaide SA HQ",High
Anatara Lifesciences,anataralifesciences.com,https://anataralifesciences.com/careers,Melbourne,"Gastrointestinal tract mucosal barrier restoration, bromelain-derived veterinary therapeutics, and human irritable bowel syndrome clinical trials, Melbourne VIC HQ",High
Dimerix,dimerix.com,https://dimerix.com/careers,Melbourne,"Receptor-heteromer identification technology (Receptor-HIT), chemokine receptor modulators, and focal segmental glomerulosclerosis kidney trials, Fitzroy VIC HQ",High
Invetech Group,invetechgroup.com,https://invetechgroup.com/careers,Melbourne,"Custom diagnostic laboratory instrumentation, automated closed-system cell and gene therapy manufacturing instruments, and IVD microfluidics engineering, Mount Waverley VIC HQ",High
Planet Innovation,planetinnovation.com.au,https://planetinnovation.com.au/careers,Melbourne,"Automated point-of-care diagnostic instrumentation, digital pathology slide scanners, and medical device contract design, Box Hill VIC HQ",High
Grey Innovation,greyinnovation.com,https://greyinnovation.com/careers,Melbourne,"Safety-critical medical equipment commercialisation, NOTUS emergency ICU ventilators, and defence sensor platform engineering, Richmond VIC HQ",High
Hydrix Group,hydrix.com,https://hydrix.com/careers,Melbourne,"Safety-critical embedded firmware, implantable cardiac rhythm monitors (AngelMed Guardian), and Class III medical device engineering, Mulgrave VIC HQ",High
Compumedics,compumedics.com.au,https://compumedics.com.au/careers,Melbourne,"High-density clinical electroencephalography (EEG), computerized polysomnography sleep monitors, and magnetoencephalography (MEG) brain research instruments, Abbotsford VIC HQ",High
CardieX,cardiex.com,https://cardiex.com/careers,Sydney,"Non-invasive arterial stiffness diagnostic devices (SphygmoCor), central aortic blood pressure pulse wave algorithms, and decentralized clinical trial wearables, Sydney NSW HQ",High
