name,domain,city,status,pages_checked,address_candidates,next_action
Intopia,intopia.digital,Sydney,no_candidate_found,https://intopia.digital/ | https://intopia.digital/contact | https://intopia.digital/contact-us/ | https://intopia.digital/locations | https://intopia.digital/support,,Verify candidate text on the cited first-party page before geocoding.
ProNavigator,pronavigator.ai,Sydney,no_candidate_found,https://www.guidewire.com:443/products/technology/insurance-ai-from-guidewire/pronavigator | https://www.guidewire.com:443/products/technology/insurance-ai-from-guidewire/pronavigator/contact | https://www.guidewire.com:443/products/technology/insurance-ai-from-guidewire/pronavigator/contact-us | https://www.guidewire.com:443/products/technology/insurance-ai-from-guidewire/pronavigator/locations | https://www.guidewire.com:443/products/technology/insurance-ai-from-guidewire/pronavigator/support,,Verify candidate text on the cited first-party page before geocoding.
Ezypay,ezypay.com,Sydney,address_candidate_needs_verification,https://www.ezypay.com/ | https://www.ezypay.com/contact | https://www.ezypay.com/locations | https://www.ezypay.com/support,"1/477 Pitt Street, Sydney, NSW 2000",Verify candidate text on the cited first-party page before geocoding.
Ferocia,ferocia.com.au,Melbourne,no_candidate_found,https://ferocia.com.au/ | https://ferocia.com.au/contact | https://ferocia.com.au/contact-us | https://ferocia.com.au/locations | https://ferocia.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Hypertune,hypertune.com,Sydney,no_candidate_found,https://www.hypertune.com/ | https://www.hypertune.com/contact | https://www.hypertune.com/contact-us | https://www.hypertune.com/locations | https://www.hypertune.com/support,,Verify candidate text on the cited first-party page before geocoding.
Agora,agora.io,Sydney,no_candidate_found,https://www.agora.io/en/ | https://www.agora.io/en/talk-to-us/ | https://www.agora.io/en/contact-us/ | https://www.agora.io/en/locations/ | https://www.agora.io/en/support/,,Verify candidate text on the cited first-party page before geocoding.
Tractor Ventures,tractorventures.com,Melbourne,no_candidate_found,https://www.tractorventures.com/ | https://www.tractorventures.com/contact | https://www.tractorventures.com/contact-us | https://www.tractorventures.com/locations | https://www.tractorventures.com/support,,Verify candidate text on the cited first-party page before geocoding.
Pocketed,pocketed.com.au,Sydney,no_candidate_found,https://pocketed.com.au/ | https://pocketed.com.au/contact | https://pocketed.com.au/contact-us | https://pocketed.com.au/locations | https://pocketed.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Behavox AU,behavox.com,Sydney,no_candidate_found,https://behavox.com/ | https://behavox.com/contact | https://behavox.com/contact-us | https://behavox.com/locations | https://behavox.com/support,,Verify candidate text on the cited first-party page before geocoding.
Taggle Systems,taggle.com.au,Adelaide,address_candidate_needs_verification,https://taggle.com/ | https://taggle.com/contact/ | https://taggle.com/contact-us | https://taggle.com/locations | https://taggle.com/support,"14 Junction Street Marrickville, NSW 2204",Verify candidate text on the cited first-party page before geocoding.
Pnyx,pnyx.com.au,Canberra,address_candidate_needs_verification,https://www.pnyx.com.au/ | https://www.pnyx.com.au/contact | https://www.pnyx.com.au/contact-us | https://www.pnyx.com.au/locations | https://www.pnyx.com.au/support,"95b Station St, Penrith NSW 2750",Verify candidate text on the cited first-party page before geocoding.
Everty,everty.com.au,Sydney,address_candidate_needs_verification,https://everty.com.au/ | https://everty.com.au/contact-everty/ | https://everty.com.au/contact-us-2/ | https://everty.com.au/locations | https://everty.com.au/support/,200 George Street Sydney NSW 2000,Verify candidate text on the cited first-party page before geocoding.
Liminal BioSciences AU,liminalbiosciences.com,Melbourne,no_candidate_found,https://liminalbiosciences.com/ | https://liminalbiosciences.com/contact/ | https://liminalbiosciences.com/contact-us | https://liminalbiosciences.com/locations | https://liminalbiosciences.com/support,,Verify candidate text on the cited first-party page before geocoding.
Inauro,inauro.com.au,Sydney,address_candidate_needs_verification,https://www.inauro.com.au/ | https://www.inauro.com.au/contact | https://www.inauro.com.au/contact-us | https://www.inauro.com.au/locations | https://www.inauro.com.au/support,"644 Chapel Street, South Yarra, VIC",Verify candidate text on the cited first-party page before geocoding.
Samsara Networks AU,samsara.com,Sydney,no_candidate_found,https://www.samsara.com/ | https://www.samsara.com/company/contact | https://www.samsara.com/contact-us | https://www.samsara.com/locations | https://kb.samsara.com/hc/en-us,,Verify candidate text on the cited first-party page before geocoding.
Weel,weel.com.au,Sydney,no_candidate_found,https://letsweel.com/ | https://letsweel.com/contact | https://letsweel.com/contact-us | https://letsweel.com/locations | https://letsweel.com/support,,Verify candidate text on the cited first-party page before geocoding.
Monash IVF,monashivf.com,Melbourne,no_candidate_found,https://monashivf.com/ | https://monashivf.com/contact | https://monashivf.com/contact-us/ | https://monashivf.com/locations/ | https://monashivf.com/services/fertility-treatment-options/support/,,Verify candidate text on the cited first-party page before geocoding.
Preezie,preezie.com,Melbourne,no_candidate_found,https://preezie.com/ | https://preezie.com/contact | https://preezie.com/contact-us | https://preezie.com/locations | https://preezie.com/support,,Verify candidate text on the cited first-party page before geocoding.
Aiven AU,aiven.io,Sydney,address_candidate_needs_verification,https://aiven.io/ | https://aiven.io/contact | https://aiven.io/contact-us | https://aiven.io/locations | https://aiven.io/docs/platform/howto/support,"40 King Street, Sydney NSW 2000",Verify candidate text on the cited first-party page before geocoding.
Pave Finance,pavefinance.com.au,Brisbane,no_candidate_found,https://pavefinance.com.au/ | https://pavefinance.com.au/contact | https://pavefinance.com.au/contact-us | https://pavefinance.com.au/locations | https://pavefinance.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Pozi,pozi.com,Melbourne,no_candidate_found,https://pozi.com/ | https://pozi.com/contact-us/ | https://pozi.com/locations | https://pozi.com/support,,Verify candidate text on the cited first-party page before geocoding.
CarbonLink,carbonlink.com.au,Sydney,no_candidate_found,https://carbonlink.com.au/ | https://carbonlink.com.au/contact | https://carbonlink.com.au/contact-us | https://carbonlink.com.au/locations | https://carbonlink.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Haventec,haventec.com,Sydney,address_candidate_needs_verification,https://www.haventec.com/ | https://www.haventec.com/contact | https://www.haventec.com/contact-us | https://www.haventec.com/locations | https://www.haventec.com/support,"55 Market Street Sydney, NSW 2000",Verify candidate text on the cited first-party page before geocoding.
Clevertar,clevertar.com,Adelaide,no_candidate_found,https://www.clevertar.com/ | https://www.clevertar.com/contact | https://www.clevertar.com/contact-us | https://www.clevertar.com/locations | https://www.clevertar.com/support,,Verify candidate text on the cited first-party page before geocoding.
Xref,xref.com,Sydney,address_candidate_needs_verification,https://www.xref.com/ | https://www.xref.com/contact | https://www.xref.com/contact-us | https://www.xref.com/locations | https://www.xref.com/support,"135 King Street, Sydney NSW 2000",Verify candidate text on the cited first-party page before geocoding.
Mobi Solutions,mobisolutions.com.au,Darwin,no_candidate_found,https://www.mobisolutions.com.au/ | https://www.mobisolutions.com.au/contact | https://www.mobisolutions.com.au/contact-us | https://www.mobisolutions.com.au/locations | https://www.mobisolutions.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Haiku Deck AU,haikudeck.com,Sydney,no_candidate_found,https://haikudeck.com/ | https://haikudeck.com/contact | https://haikudeck.com/contact-us | https://haikudeck.com/locations | https://haikudeck.zendesk.com/hc/en-us,,Verify candidate text on the cited first-party page before geocoding.
Zutec AU,zutec.com,Sydney,no_candidate_found,https://zutec.com/ | https://zutec.com/contact | https://zutec.com/contact-us | https://zutec.com/locations | https://builddata.atlassian.net/servicedesk/customer/portal/1,,Verify candidate text on the cited first-party page before geocoding.
