name,domain,city,harvest_status,source_url,http_status,page_title,meta_description,diagnostic,next_action
Arloid Automation,arloid.com,Sydney,metadata_captured_needs_human_assessment,https://arloid.com,200,arloid. | the ultimate AI solution for energy saving,Arloid is an AI solution that learns to automatically adjust HVAC settings based on changing environmental conditions.,,Assess this primary-source metadata before creating a seed fixture.
Spendless,spendless.com.au,Brisbane,metadata_captured_needs_human_assessment,https://www.spendless.com.au/,200,Women Shoes | Men | Kids | Accessories | Spendless Shoes,,,Assess this primary-source metadata before creating a seed fixture.
Springday,springday.com.au,Sydney,metadata_captured_needs_human_assessment,https://myspringday.com.au/,200,"Corporate wellbeing platforms for happier, healthier employees | Springday Campaigns Gmified Engagement Tools Reporting Engagement Loyalty_Hover Absenteeism_Hover Productivity_Hover",We curate custom corporate wellbeing platforms for organisations to empower their employees to improve their health and wellbeing.,,Assess this primary-source metadata before creating a seed fixture.
Kablamo,kablamo.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.kablamo.com.au/,200,We Design and Build Intelligent Software | Kablamo,"Kablamo is an Australian technology consultancy delivering cloud software, data & AI, human-centred design, and technology transformation for enterprise clients.",,Assess this primary-source metadata before creating a seed fixture.
Geographe,geographe.com.au,Busselton,metadata_captured_needs_human_assessment,https://geographe.com.au,200,Heavy Equipment Parts and Solutions for Miners | Geographe,"Partner with Geographe for Enhanced Performance (EP) Wear Parts & Specialised Tooling solutions to improve mining fleet uptime, enhance safety, and reduce maintenance costs.",,Assess this primary-source metadata before creating a seed fixture.
Barton Deakin,bartondeakin.com,Sydney,metadata_captured_needs_human_assessment,https://bartondeakin.com,200,Barton Deakin Government Relations,"If your company needs to engage with government, Barton Deakin can help. We are the premier government relations firm in Australia.",,Assess this primary-source metadata before creating a seed fixture.
Rayner,rayner.com.au,Hobart,metadata_captured_needs_human_assessment,https://www.rayner.com.au/,200,Home - Rayner Real Estate,,,Assess this primary-source metadata before creating a seed fixture.
GreenSync,greensync.com.au,Melbourne,metadata_captured_needs_human_assessment,https://greensync.com/,200,GreenSync - Digitally enabling renewable energy for a better world,"The future of flexible, distributed, digital energy has arrived. See what we're doing to support the energy industry be empowered and thrive.",,Assess this primary-source metadata before creating a seed fixture.
CoreLogic AU,corelogic.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.cotality.com/,200,Cotality™ | Intelligence beyond bounds™,Cotality | See the property ecosystem from every angle to reimagine property data as insights that illuminate what’s next. It’s intelligence beyond bounds.,,Assess this primary-source metadata before creating a seed fixture.
Tillr,tillr.io,Brisbane,metadata_captured_needs_human_assessment,https://tillr.io,200,Home - Tillr,[pl_row] [pl_col col=12] [pl_text] About Hestia Need more details? Please check our full documentation for detailed information on how to use Hestia. [/pl_text] [/pl_col] [/pl_row],,Assess this primary-source metadata before creating a seed fixture.
Insentra,insentra.com,Sydney,metadata_captured_needs_human_assessment,https://www.insentragroup.com/au/,200,Global Professional & Managed IT Services - Insentra Australia,"Insentra delivers professional and managed IT services globally, exclusively through IT partners and vendors for their clients. - Australia",,Assess this primary-source metadata before creating a seed fixture.
Azured,azured.com.au,Brisbane,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Xplicit,xplicit.com.au,Townsville,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Cogito Group,cogitogroup.com.au,Canberra,reachable_but_metadata_unavailable,https://cogitogroup.com.au,404,,,HTTP 404,Find an authoritative company source before creating a seed fixture.
Alembic Strategy,alembic.com.au,Melbourne,metadata_captured_needs_human_assessment,https://alembic.com.au,200,Accelerated Software Delivery — Alembic,Is your software ready for what's coming?,,Assess this primary-source metadata before creating a seed fixture.
Sherlok,sherlok.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.sherlok.com.au/,200,Sherlok - Sherlok,"What’s included How it works Waitlist Open my portal What’s included How it works Waitlist Open my portal InstantAPPLY is live for Sherlok customers Applications done in minutes.More loans written. InstantAPPLY handles the fact-find, scenario comparisons, product selection, bank statements, and credit reports. Now in every Sherlok subscription, at no extra cost. Open my portal […]",,Assess this primary-source metadata before creating a seed fixture.
Dextro,dextro.com.au,Melbourne,reachable_but_metadata_unavailable,https://dextro.com.au/landing,404,,,HTTP 404,Find an authoritative company source before creating a seed fixture.
Zero Co,zeroco.com.au,Noosa,reachable_but_metadata_unavailable,https://zeroco.com.au,404,,,HTTP 404,Find an authoritative company source before creating a seed fixture.
Datanzo,datanzo.com.au,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Agridigital,agridigital.io,Sydney,metadata_captured_needs_human_assessment,https://www.agridigital.io/,200,AgriDigital | Australia's leading grain management software,"Our digital grain management software connects data, inventory and finance all in one place. We work with farmers, site operators, traders, brokers and consumers. AgriDigital software is cloud based so you can access anywhere, anytime. Grow with us.",,Assess this primary-source metadata before creating a seed fixture.
Locqus,locqus.com,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Jemena,jemena.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.jemena.com.au/,200,Home  | Jemena,"Apply now for our 2027 Graduate Program We're offering grants of up to $10,000 to organisations that provide support and services to First Nations people. Applications close at 5pm on Sunday 21 June.",,Assess this primary-source metadata before creating a seed fixture.
Seer Data,seerdata.com.au,Sydney,reachable_but_metadata_unavailable,https://seerdata.ai:443/,202,,,,Find an authoritative company source before creating a seed fixture.
Interlate,interlate.com,Brisbane,metadata_captured_needs_human_assessment,https://www.interlate.com/,200,Home - Interlate,"We empower you! Combining our SaaS offer with the onsite experience of our highly skilled operational and process engineering professionals, we support minerals processing operational professionals in their journey towards achieving their goals and finding latent value. Contact Us Software as aService Leveraging the domain knowledge and onsite experience of our highly skilled operational and […]",,Assess this primary-source metadata before creating a seed fixture.
Versarien AU,versarien.com,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Octet,octet.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.octet.com/,200,Working Capital & B2B Business Finance Solutions | Octet,"Octet provides Australian businesses with smarter working capital and payment solutions. Unlock funding, improve cash flow, and streamline global trade.",,Assess this primary-source metadata before creating a seed fixture.
ecoPortal,ecoportal.com,Auckland,metadata_captured_needs_human_assessment,https://www.ecoportal.com/,200,Safety Software for Enterprises in New Zealand | ecoPortal,New Zealand’s leading Workplace Health and Safety software streamlines reporting and information management to help companies maintain WHS compliance standards,,Assess this primary-source metadata before creating a seed fixture.
IntelliHR,intellihr.com,Brisbane,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Prezzee,prezzee.com,Sydney,metadata_captured_needs_human_assessment,https://prezzee.com/en-us,200,Digital Gift Cards | Prezzee US,"The perfect personalised gift for any occasion — send a Prezzee eGift card that lets them choose from hundreds of brands. Buy, send, and store instantly.",,Assess this primary-source metadata before creating a seed fixture.
Limeade AU,limeade.com,Sydney,reachable_but_metadata_unavailable,https://limeade.com,200,,,,Find an authoritative company source before creating a seed fixture.
Skoolbag,skoolbag.com.au,Sydney,metadata_captured_needs_human_assessment,https://audiri.com.au/,200,"Communication simplified - Trusted by schools, RTO's and membership organisations","""The #1 communications app, Audiri streamlines communication, payments, meetings and events via one centralised system.""",,Assess this primary-source metadata before creating a seed fixture.
VioletX,violetx.com.au,Perth,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Nexgen,nexgen.net.au,Townsville,metadata_captured_needs_human_assessment,https://nexgen.net.au,200,NexGen – Next-generation SEO tools to Nex Gen — Premium SEO Tools & Services,"Nex Gen offers premium SEO services — citations, backlinks, blog posts, guest posts and SEO automation — at competitive prices. Create your account and boost your rankings.",,Assess this primary-source metadata before creating a seed fixture.
Localsearch,localsearch.com.au,Gold Coast,metadata_captured_needs_human_assessment,https://www.localsearch.com.au:443/,200,Localsearch | Find Local Businesses Australia with Reviews,"Find thousands of local businesses, read & write reviews, request quotes & more. Are you an Aussie business owner? Take a look at our complete digital marketing service.",,Assess this primary-source metadata before creating a seed fixture.
Intopia,intopia.digital,Sydney,metadata_captured_needs_human_assessment,https://intopia.digital,200,Home - Intopia,"We specialise in WCAG 2.2, web accessibility testing and auditing, user research with people with disabilities, training, and consultancy.",,Assess this primary-source metadata before creating a seed fixture.
Thindata,thindata.com.au,Adelaide,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
ProNavigator,pronavigator.ai,Sydney,metadata_captured_needs_human_assessment,https://www.guidewire.com:443/products/technology/insurance-ai-from-guidewire/pronavigator,200,Guidewire ProNavigator | Guidewire,"Eliminate decision friction and streamline onboarding across your underwriting, claims, and service teams with an insurance-trained knowledge management system. Learn more about Guidewire ProNavigator.",,Assess this primary-source metadata before creating a seed fixture.
Ezypay,ezypay.com,Sydney,metadata_captured_needs_human_assessment,https://www.ezypay.com/,200,Subscription Payments & Direct Debit Solutions | Ezypay,"Ezypay is the leading subscription payments and direct debit provider in Asia Pacific, helping businesses of all sizes power their regular billing.",,Assess this primary-source metadata before creating a seed fixture.
Timelio,timelio.com.au,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Fincast,fincast.io,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Ferocia,ferocia.com.au,Melbourne,metadata_captured_needs_human_assessment,https://ferocia.com.au,200,Ferocia — Software Designed To Delight,"On paper, Ferocia is a bank. In practice, we're a tech company driven by a tight-knit crew of innovative thinkers on a mission to reinvent banking. In 2018, in collaboration with Bendigo Bank, we launched Up — an entirely digital bank designed to make financial wellbeing engaging and accessible. Find out more about our core teams and the latest available roles at Ferocia.",,Assess this primary-source metadata before creating a seed fixture.
RealTime Networks,realtimenetworks.com.au,Perth,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Sealite,sealite.com.au,Gosford,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Hypertune,hypertune.com,Sydney,metadata_captured_needs_human_assessment,https://www.hypertune.com/,200,"Hypertune | Type-safe, Git-based feature flags, experimentation, analytics, and app configuration","Hypertune is the most flexible platform for feature flags, experimentation, analytics, and app configuration. Optimized for TypeScript, React, and Next.js.",,Assess this primary-source metadata before creating a seed fixture.
Agora,agora.io,Sydney,metadata_captured_needs_human_assessment,https://www.agora.io/en/,200,Real-Time Engagement & Conversational AI Platform | Agora,"Build ultra-low latency voice, video, chat, and voice AI experiences for meaningful human-to-human and human-to-AI conversations, with flexible APIs and no-code & low-code tools.",,Assess this primary-source metadata before creating a seed fixture.
Fluidly AU,fluidly.com,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Paydock,paydock.com,Brisbane,metadata_captured_needs_human_assessment,https://paydock.com,200,Paydock,,,Assess this primary-source metadata before creating a seed fixture.
Tractor Ventures,tractorventures.com,Melbourne,metadata_captured_needs_human_assessment,https://www.tractorventures.com/,200,Tractor Ventures,"Tractor Ventures does not believe in unnecessary dilution for Australian and New Zealand technology startups. We provide funding alternatives so that teams know where to invest in growth, and what the true cost of capital is.",,Assess this primary-source metadata before creating a seed fixture.
Pocketed,pocketed.com.au,Sydney,metadata_captured_needs_human_assessment,https://pocketed.com.au,200,pocketed.com.au,Launching Soon,,Assess this primary-source metadata before creating a seed fixture.
Behavox AU,behavox.com,Sydney,metadata_captured_needs_human_assessment,https://behavox.com,200,Behavox — AI Compliance and Conduct Surveillance,"AI-native compliance and conduct surveillance for financial institutions — Quantum, Polaris, Pathfinder, Trident and Poseidon on one platform.",,Assess this primary-source metadata before creating a seed fixture.
Taggle Systems,taggle.com.au,Adelaide,metadata_captured_needs_human_assessment,https://taggle.com/,200,Taggle - Digital Water Metering and Water Management,"Taggle provides an integrated end-to-end digital water metering solution for councils and utilities, saving water for a sustainable future.",,Assess this primary-source metadata before creating a seed fixture.
Pnyx,pnyx.com.au,Canberra,metadata_captured_needs_human_assessment,https://www.pnyx.com.au/,200,Comm.care by Pnyx — Care Management Software for NDIS and Aged Care Providers | Comm.care by Pnyx,"Comm.care by Pnyx is care management software built for Australian NDIS and aged care providers. Rostering, progress notes, billing, compliance — all in one platform.",,Assess this primary-source metadata before creating a seed fixture.
Luma Financial Technologies,lumafinancialtech.com,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Everty,everty.com.au,Sydney,metadata_captured_needs_human_assessment,https://everty.com.au,200,EV Charging Australia: EV Charging Management Software I Everty,Managing an EV Charging Station in Australia with Everty is easy & stress-free. Charging Management Software & Solutions to help your business thrive.,,Assess this primary-source metadata before creating a seed fixture.
Liminal BioSciences AU,liminalbiosciences.com,Melbourne,metadata_captured_needs_human_assessment,https://liminalbiosciences.com,200,Liminal BioSciences - Homepage,,,Assess this primary-source metadata before creating a seed fixture.
Inauro,inauro.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.inauro.com.au/,200,Inauro Wealth Management,"Comprehensive, professional financial advice and wealth management for individuals and families.",,Assess this primary-source metadata before creating a seed fixture.
Samsara Networks AU,samsara.com,Sydney,metadata_captured_needs_human_assessment,https://www.samsara.com/,200,Samsara | The Connected Operations Platform,"Samsara's connected operations platform helps 20,000+ operations improve safety, cut costs, and run smarter — built with operators.",,Assess this primary-source metadata before creating a seed fixture.
Verida,verida.io,Brisbane,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Lumi,lumilighting.com.au,Brisbane,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Weel,weel.com.au,Sydney,metadata_captured_needs_human_assessment,https://letsweel.com/,200,Weel: All-in-One Expense Management & AP Automation,"Weel is the all-in-one platform for finance teams. Issue smart corporate cards, automate accounts payable, and control company spend, all in one place.",,Assess this primary-source metadata before creating a seed fixture.
Monash IVF,monashivf.com,Melbourne,metadata_captured_needs_human_assessment,https://monashivf.com,200,Monash IVF Australia |  Fertility Specialists — Monash IVF,"Starting a family isn’t always easy, it takes real bravery. That’s why our team of fertility specialists at Monash IVF Australia are here to support you on your journey. We provide the best fertility treatments & care.",,Assess this primary-source metadata before creating a seed fixture.
Preezie,preezie.com,Melbourne,metadata_captured_needs_human_assessment,https://preezie.com,200,#1 AI Shopping Assistant / Agent for 10% more revenue | preezie,"preezie is the AI Shopping Assistant trusted by PUMA and Arc’teryx. With built in controls, it sells like in-store staff, driving 5–10%+ revenue lift.",,Assess this primary-source metadata before creating a seed fixture.
Steller,steller.com.au,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Macquarie Telecom Cloud,macquarietelecom.com,Sydney,reachable_but_metadata_unavailable,https://www.macquarietelecom.com/,200,,,,Find an authoritative company source before creating a seed fixture.
NetApp AU,netapp.com,Sydney,reachable_but_metadata_unavailable,https://www.netapp.com/,403,,,HTTP 403,Find an authoritative company source before creating a seed fixture.
Amida Technology,amidatech.com.au,Perth,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Aiven AU,aiven.io,Sydney,metadata_captured_needs_human_assessment,https://aiven.io,200,Aiven - Your AI-ready Open Source Data Platform,"Aiven is an AI-ready open source data platform that combines open-source services to rapidly stream, store and serve data across major cloud providers — simply and securely.",,Assess this primary-source metadata before creating a seed fixture.
Finpo,finpo.com.au,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Pave Finance,pavefinance.com.au,Brisbane,metadata_captured_needs_human_assessment,https://pavefinance.com.au,200,Pave Finance Group,"Unlocking Potential, Together.",,Assess this primary-source metadata before creating a seed fixture.
Intergraph AU,intergraph.com.au,Perth,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Rezeco,rezeco.com.au,Adelaide,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Conga AU,getconga.com,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Verto,verto.com.au,Hobart,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Pozi,pozi.com,Melbourne,metadata_captured_needs_human_assessment,https://pozi.com,200,- Pozi,"Simple. Affordable. Powerful GIS. Proudly Australian Made & Owned Developed and Supported Locally Insightful Maps, Informed Decisions Cloud-Based & Connected Pozi empowers public data through a cloud-based platform, with easy admin and seamless integration into enterprise systems. Design in QGIS & Publish in Pozi Powered by QGIS, Pozi is an easily adoptable solution that makes […]",,Assess this primary-source metadata before creating a seed fixture.
CarbonLink,carbonlink.com.au,Sydney,metadata_captured_needs_human_assessment,https://carbonlink.com.au,200,Soil Carbon Farming Australia | CarbonLink,CarbonLink offers an end-to-end carbon farming solution for Aussie farmers. Proven & advanced science for carbon farming. Book a free consultation.,,Assess this primary-source metadata before creating a seed fixture.
Haventec,haventec.com,Sydney,metadata_captured_needs_human_assessment,https://www.haventec.com/,200,High Assurance Authentication Engine | Haventec,"We provide the world's #1 authentication engine to transform security, accessibility and experience.",,Assess this primary-source metadata before creating a seed fixture.
Joii,joii.com.au,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Clevertar,clevertar.com,Adelaide,metadata_captured_needs_human_assessment,https://www.clevertar.com/,200,Clevertar | Australia's #1 AI Partner for Customer Engagement,"Clevertar builds AI customer support agents for Australian retailers and enterprises resulting in an average 25% conversion uplift, 40–60% support cost reduction, & >20× ROI. Adelaide-based. Book a discovery call.",,Assess this primary-source metadata before creating a seed fixture.
Xref,xref.com,Sydney,metadata_captured_needs_human_assessment,https://www.xref.com/,200,Xref | Build better teams with employer intelligence,"Xref is the easiest way to make data driven HR decisions - hire with confidence, build culture with clarity, and turn attrition into retention.",,Assess this primary-source metadata before creating a seed fixture.
Mobi Solutions,mobisolutions.com.au,Darwin,metadata_captured_needs_human_assessment,https://www.mobisolutions.com.au/,200,Home | Mobi Solutions,,,Assess this primary-source metadata before creating a seed fixture.
GreenPower Energy,greenpowerenergy.com.au,Perth,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Luminary,luminary.com.au,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Rezola,rezola.com.au,Adelaide,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
SnapSend,snapsend.com.au,Brisbane,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Southern Cross Computing,southerncrosscomputing.com.au,Launceston,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Haiku Deck AU,haikudeck.com,Sydney,metadata_captured_needs_human_assessment,https://haikudeck.com,200,Haiku Deck: Presentation Software and Online Presentation Tools,Create presentations that inspire. Use Haiku Deck to build your next presentation 10x faster and more beautiful than other presentation tools. Sign up for free.,,Assess this primary-source metadata before creating a seed fixture.
Zutec AU,zutec.com,Sydney,metadata_captured_needs_human_assessment,https://zutec.com,200,ConTech and PropTech Software | Zutec (Global),"ConTech and PropTech software, providing data management, quality management, handover management and asset management to deliver productivity, compliance and sustainability throughout the building lifecycle.",,Assess this primary-source metadata before creating a seed fixture.
