name,domain,careers_url,city,reason,confidence,source_url,technology_rationale
Everyday Rewards,everydayrewards.com.au,https://everydayrewards.com.au/careers,Sydney,"Woolworths Group loyalty and customer data platform, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.everyday.com.au/,Everyday Rewards Australia Join Everyday Rewards today and start collecting Rewards Points every time you shop at Woolworths or at one of our partners. Find Special deals and more.
Xemplo,xemplo.com,https://xemplo.com/careers,Brisbane,"HR, payroll and workforce management platform for enterprise, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://www.xemplo.com/,"Xemplo | All-in-One Workforce Management Software Meet Xemplo, the workforce software designed to simplify onboarding, automate payroll, and safeguard compliance. Protect and scale your business."
Tic:toc,tictoc.com.au,https://tictoc.com.au/careers,Adelaide,"Fully digital home loan lender with instant conditional approval engine, Adelaide SA HQ",Medium - first-party homepage metadata captured,https://tiimelyhome.com.au/,"Tiimely Home | Australia’s leading online home loan destination Tiimely Home helps Australians buy, refinance and invest with digital home loans, competitive rates and expert mortgage brokers when you need support."
Uno Home Loans,uno.com.au,https://uno.com.au/careers,Sydney,"Online mortgage broker platform and digital home loan comparison, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.unohomeloans.com.au/,"UNO - Australia's Online Mortgage Broker UNO is Australia's Online Mortgage Broker. We combine Epic Service with technology to streamline the entire process of getting and having a home loan so you save time, hassle and money for the entire time you have a home loan."
Tixel,tixel.com,https://tixel.com/careers,Brisbane,"Safe fan-to-fan ticket resale marketplace capped at 110% of face value, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://tixel.com/au/,"Tixel | Secure fan-to-fan ticket resale to live events Buy and sell tickets for music, festivals, sports, theatre, and comedy securely on Tixel with price caps, fraud prevention, and fast sales. Trusted partner of top events and artists in Australia and globally."
Moshtix,moshtix.com.au,https://moshtix.com.au/careers,Melbourne,"Independent live music ticketing and discovery platform, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://moshtix.com.au/v2/,"Moshtix | Live Entertainment Tickets Moshtix is your one-stop shop for Tickets to the best Music Festivals, Live Music, Racing, Expos, Food and Wine, Family, Comedy, Arts and Theatre Events across Australia and New Zealand."
Ticketbooth,ticketbooth.com.au,https://ticketbooth.com.au/careers,Brisbane,"Event ticketing and management platform for festivals and venues, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://leapevents.com/,Find the Best Local Events Near You | Leap Event Technology Find the Best Local Events Near You | Leap Event Technology Discover the best local events happening near you! Explore the unforgettable experiences tailored to your interests from Leap's upcoming events.
Rezgo AU,rezgo.com,https://rezgo.com/careers,Sydney,"Tour operator online booking and distribution channel management, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.rezgo.com/,Tour Operator Booking Software | Rezgo Rezgo is the tour booking platform that scales with your business. All the tools you need to sell more tours and activities is available in one place.
MePAY,mepay.com.au,https://mepay.com.au/careers,Sydney,"Earned wage access and financial wellbeing app for shift workers, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.propertyme.com.au/tenant/features/mepay,MePay - PropertyMe Tenant Take control of your rental finances with MePay. Secure. Transparent. Free.
Openfort AU,openfort.xyz,https://openfort.xyz/careers,Melbourne,"Web3 game account and wallet management infrastructure, Melbourne VIC AU office",Medium - first-party homepage metadata captured,https://www.openfort.io/,"Openfort - Give every user a dollar account. In days, not months GitHub Merit Circle Gfal logo Open-source wallet infrastructure for stablecoin products: dollar accounts, spending policies, funding, and agent wallets. A Privy alternative you can self-host."
Zulu Republic AU,zulurepublic.io,https://zulurepublic.io/careers,Sydney,"Blockchain identity and decentralised finance infrastructure, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.ecomoto.io/,"Kèo Nhà Cái Ecomoto🎖️ Soi Keonhacai, Trực Tiếp Bóng Đá 24h Tỷ lệ Kèo Nhà Cái 5 trực tiếp mới nhất. Kèo bóng đá hôm nay và mai cập nhật 24/7. Xem nhanh tỷ lệ cá cược Keonhacai 55 TV, Kèo Nhà Cái 88 trực tuyến đêm nay!!!"
Quantaco,quantaco.co,https://quantaco.co/careers,Sydney,"AI accounting and bookkeeping for hospitality groups, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.quantaco.co/,"Quantaco - Quantaco Our suite of software & services boosts efficiency, reduces costs, and drives growth — across one venue or hundreds."
Coda Payments AU,coda.io,https://coda.io/careers,Sydney,"Connected docs and collaborative workspace combining spreadsheets and apps, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://coda.io,"Coda: Your all-in-one collaborative workspace. Mobile menu Coda is an all-in-one platform that blends the flexibility of docs, structure of spreadsheets, power of applications, and intelligence of AI."
Axlr8r,axlr8r.com,https://axlr8r.com/careers,Melbourne,"Hardware and deep tech startup accelerator program for Australian founders, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://axlr8r.com,หวย ฟ้าบันดาลทรัพย์ เว็บหวยอันดับต้น ๆ รวมหวยครบทุกประเภท หวย ฟ้าบันดาลทรัพย์ นี่คือหนึ่งในเว็บไซต์ลอตเตอรี่ออนไลน์ชั้นนำที่พร้อมให้บริการการเดิมพันทุกรูปแบบอย่างครบถ้วน มาพร้อมอัตราการจ่ายที่คุ้มค่า
Skilio,skilio.com.au,https://skilio.com.au/careers,Melbourne,"Skills credentialing and digital badge platform for vocational education, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://skilio.com.au,"Skilio — AI Platform for Australian Teams Three AI-powered tools for Australian businesses — Skilio Hire, Skilio Jobs, and Skilio Track. Build, find, and manage great teams."
Docuware AU,docuware.com,https://docuware.com/careers,Sydney,"Cloud document management and workflow automation for enterprise, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://start.docuware.com/,Document Management Software & Workflow Solutions | DocuWare DocuWare is a leading provider of document management software & solutions. Improve your document processing today with workflow automation software.
Muru-D,muru-d.com,https://muru-d.com/careers,Sydney,"Telstra-backed early-stage startup accelerator program, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.telstra.com.au/business-enterprise/muru-d,"muru-D - Telstra Enterprise muru-D is Telstra's hub for incubating ideas and technologies. Explore new tech, prototype solutions, and support founders driving social technological impact. Learn more to help your startup grow."
Startmate,startmate.com,https://startmate.com/careers,Sydney,"Australian startup accelerator and founder fellowship network, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.startmate.com/,"Startmate We accelerate the most ambitious founders, operators and investors through our programs, propelled by a highly-trusted mentor-driven community, and backed by the best angels, venture funds and tech startups in the region."
BlueRock,bluerock.com.au,https://bluerock.com.au/careers,Melbourne,"Integrated advisory firm with technology, legal and accounting services for SMEs, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.bluerock.com.au/,"Entrepreneurial Professional Services Firm We're for entrepreneurs, by entrepreneurs. Our community of experts work with you across every aspect of your business adventure. Book a consultation today."
Campaign Monitor,campaignmonitor.com,https://campaignmonitor.com/careers,Sydney,"Email marketing platform for designers and small businesses, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.campaignmonitor.com/,"Campaign Monitor: Email Marketing Platform & Services Nike - Campaign Monitor Email Marketing Customer Girls Who Code - Campaign Monitor Email Marketing Customer iHeartMedia - Campaign Monitor Email Marketing Customer Create, send, and optimize email campaigns with Campaign Monitor. Build audiences, automate journeys, and improve results with our best-in-class software."
Fluent Commerce,fluentcommerce.com,https://fluentcommerce.com/careers,Sydney,"Distributed order management platform for omnichannel retailers, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://fluentcommerce.com,"AI-Native Order Management System | Fluent Commerce The AI-native order management system that fulfills anything at scale. Real-time inventory, agentic orchestration, go-live in weeks not years."
Spectur,spectur.com.au,https://spectur.com.au/careers,Perth,"Solar-powered remote security camera and AI alert system for construction sites, Perth WA HQ",Medium - first-party homepage metadata captured,https://spectur.com.au,Spectur   | Security Cameras | Remote Monitoring | Site Surveillance | Solar Systems
Techboard,techboard.com.au,https://techboard.com.au/careers,Perth,"Startup analytics and ecosystem mapping for Australian tech sector, Perth WA HQ",Medium - first-party homepage metadata captured,https://techboard.com.au,Home - Techboard Australia's Startup Discovery & Intelligence Platform
LocalAgentFinder,localagentfinder.com.au,https://localagentfinder.com.au/careers,Melbourne,"Real estate agent comparison and fee negotiation marketplace, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.localagentfinder.com.au/,"Compare Real Estate Agent Fees and Commissions Compare 10,900+ top-rated real estate agents by sales performance, fees & reviews. Free for homeowners. Trusted by 1.4M Australians yearly."
DXC Technology AU,dxc.com,https://dxc.com/careers,Melbourne,"IT services and digital transformation for enterprise and government, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://dxc.com,"DXC Technology | Impossible Delivered | Enterprise Technology & Innovation Solutions DXC is a leading enterprise technology and innovation partner delivering software, services, and solutions for global enterprises and public sector organizations."
Unison,unison.com.au,https://unison.com.au/careers,Melbourne,"Fractional property investment and digital co-ownership platform, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.unison.au/,"Unison - IT Services That Work For Your Business Unison delivers customised IT services across Australia. Managed IT, support, cloud backup, and consulting for businesses of all sizes."
Atmail,atmail.com,https://atmail.com/careers,Noosa,"Hosted email platform and enterprise email server software, Noosa QLD HQ",Medium - first-party homepage metadata captured,https://www.atmail.com/,"Cloud email hosting - cloud webmail - cloud email - Atmail - 25 years exp Save on infrastructure and maintenance costs. Choose your data centre (US, EU, APAC). AWS native cloud email hosting."
LearnUpon AU,learnupon.com,https://learnupon.com/careers,Dublin,"Learning management system for employee and partner training, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.learnupon.com/,"LearnUpon Agentic Learning Platform Main logo Move beyond the limits of the LMS into the Agentic Learning Platform era, where intelligent agents elevate human capability."
Open Energy AU,openenergy.com.au,https://openenergy.com.au/careers,Adelaide,"Digital energy retail and wholesale trading platform for C&I customers, Adelaide SA HQ",Medium - first-party homepage metadata captured,https://www.openenergy.com.au/,Behind the Meter Controls  - Net Zero | Open Energy Pre-wire Demand Management Split Air-conditioning Control Vehicle to Home (V2H) Vehicle to Grid (V2G) Virtual Power Plant (VPP)
