name,domain,careers_url,city,reason,confidence,source_url,technology_rationale
Yabble,yabble.com,https://yabble.com/careers,Auckland,"AI-powered consumer research and insight generation platform, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.yabble.com/,"Yabble | Effortless insights are as easy as 1, 2, 3 Yabble. From revolutionary Virtual Audiences that give you insights in minutes, to a suite of AI tools that allow you to analyze your data 1000x faster than a human – Yabble is the leading AI solution for every stage of research."
Arloid Automation,arloid.com,https://arloid.com/careers,Sydney,"AI HVAC optimisation for building energy efficiency and carbon reduction, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://arloid.com,arloid. | the ultimate AI solution for energy saving Arloid is an AI solution that learns to automatically adjust HVAC settings based on changing environmental conditions.
Spendless,spendless.com.au,https://spendless.com.au/careers,Brisbane,"Personal finance management and spending insights app, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://www.spendless.com.au/,Women Shoes | Men | Kids | Accessories | Spendless Shoes
Springday,springday.com.au,https://springday.com.au/careers,Sydney,"Corporate wellbeing and employee health challenge platform, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://myspringday.com.au/,"Corporate wellbeing platforms for happier, healthier employees | Springday Campaigns Gmified Engagement Tools Reporting Engagement Loyalty_Hover Absenteeism_Hover Productivity_Hover We curate custom corporate wellbeing platforms for organisations to empower their employees to improve their health and wellbeing."
Kablamo,kablamo.com.au,https://kablamo.com.au/careers,Sydney,"Cloud engineering and DevSecOps consultancy for regulated industries, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.kablamo.com.au/,"We Design and Build Intelligent Software | Kablamo Kablamo is an Australian technology consultancy delivering cloud software, data & AI, human-centred design, and technology transformation for enterprise clients."
Geographe,geographe.com.au,https://geographe.com.au/careers,Busselton,"Precision agriculture and variable rate application technology for broadacre farming, Busselton WA HQ",Medium - first-party homepage metadata captured,https://geographe.com.au,"Heavy Equipment Parts and Solutions for Miners | Geographe Partner with Geographe for Enhanced Performance (EP) Wear Parts & Specialised Tooling solutions to improve mining fleet uptime, enhance safety, and reduce maintenance costs."
Barton Deakin,bartondeakin.com,https://bartondeakin.com/careers,Sydney,"Government relations and political risk advisory, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://bartondeakin.com,"Barton Deakin Government Relations If your company needs to engage with government, Barton Deakin can help. We are the premier government relations firm in Australia."
Rayner,rayner.com.au,https://rayner.com.au/careers,Hobart,"Tasmanian agricultural data analytics and food provenance tracing, Hobart TAS HQ",Medium - first-party homepage metadata captured,https://www.rayner.com.au/,Home - Rayner Real Estate
GreenSync,greensync.com.au,https://greensync.com.au/careers,Melbourne,"Grid-edge energy management and distributed energy resource orchestration, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://greensync.com/,"GreenSync - Digitally enabling renewable energy for a better world The future of flexible, distributed, digital energy has arrived. See what we're doing to support the energy industry be empowered and thrive."
CoreLogic AU,corelogic.com.au,https://corelogic.com.au/careers,Sydney,"Property data analytics and automated valuation for banking and real estate, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.cotality.com/,Cotality™ | Intelligence beyond bounds™ Cotality | See the property ecosystem from every angle to reimagine property data as insights that illuminate what’s next. It’s intelligence beyond bounds.
Tillr,tillr.io,https://tillr.io/careers,Brisbane,"Digitised compliance and permit management for venues and hospitality, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://tillr.io,Home - Tillr [pl_row] [pl_col col=12] [pl_text] About Hestia Need more details? Please check our full documentation for detailed information on how to use Hestia. [/pl_text] [/pl_col] [/pl_row]
Insentra,insentra.com,https://insentra.com/careers,Sydney,"Microsoft 365 and Azure deployment and managed services for partners, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.insentragroup.com/au/,"Global Professional & Managed IT Services - Insentra Australia Insentra delivers professional and managed IT services globally, exclusively through IT partners and vendors for their clients. - Australia"
Alembic Strategy,alembic.com.au,https://alembic.com.au/careers,Melbourne,"Digital analytics and marketing attribution consulting, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://alembic.com.au,Accelerated Software Delivery — Alembic Is your software ready for what's coming?
Sherlok,sherlok.com.au,https://sherlok.com.au/careers,Sydney,"Automated mortgage repricing and broker retention platform using lender API data, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.sherlok.com.au/,"Sherlok - Sherlok What’s included How it works Waitlist Open my portal What’s included How it works Waitlist Open my portal InstantAPPLY is live for Sherlok customers Applications done in minutes.More loans written. InstantAPPLY handles the fact-find, scenario comparisons, product selection, bank statements, and credit reports. Now in every Sherlok subscription, at no extra cost. Open my portal […]"
Agridigital,agridigital.io,https://agridigital.io/careers,Sydney,"Grain supply chain management and payments platform for growers and traders, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.agridigital.io/,"AgriDigital | Australia's leading grain management software Our digital grain management software connects data, inventory and finance all in one place. We work with farmers, site operators, traders, brokers and consumers. AgriDigital software is cloud based so you can access anywhere, anytime. Grow with us."
Jemena,jemena.com.au,https://jemena.com.au/careers,Sydney,"Gas and electricity network distribution and IoT metering infrastructure, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.jemena.com.au/,"Home  | Jemena Apply now for our 2027 Graduate Program We're offering grants of up to $10,000 to organisations that provide support and services to First Nations people. Applications close at 5pm on Sunday 21 June."
Interlate,interlate.com,https://interlate.com/careers,Brisbane,"AI and data engineering services for retail and telecommunications, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://www.interlate.com/,"Home - Interlate We empower you! Combining our SaaS offer with the onsite experience of our highly skilled operational and process engineering professionals, we support minerals processing operational professionals in their journey towards achieving their goals and finding latent value. Contact Us Software as aService Leveraging the domain knowledge and onsite experience of our highly skilled operational and […]"
Octet,octet.com.au,https://octet.com.au/careers,Sydney,"Supply chain finance and debtor finance platform for importers and exporters, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.octet.com/,"Working Capital & B2B Business Finance Solutions | Octet Octet provides Australian businesses with smarter working capital and payment solutions. Unlock funding, improve cash flow, and streamline global trade."
ecoPortal,ecoportal.com,https://ecoportal.com/careers,Auckland,"Health safety and environment management software for complex industries, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.ecoportal.com/,Safety Software for Enterprises in New Zealand | ecoPortal New Zealand’s leading Workplace Health and Safety software streamlines reporting and information management to help companies maintain WHS compliance standards
Prezzee,prezzee.com,https://prezzee.com/careers,Sydney,"Digital gift card marketplace and corporate gifting platform, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://prezzee.com/en-us,"Digital Gift Cards | Prezzee US The perfect personalised gift for any occasion — send a Prezzee eGift card that lets them choose from hundreds of brands. Buy, send, and store instantly."
Skoolbag,skoolbag.com.au,https://skoolbag.com.au/careers,Sydney,"School-parent communication and notification app used by Australian primary schools, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://audiri.com.au/,"Communication simplified - Trusted by schools, RTO's and membership organisations ""The #1 communications app, Audiri streamlines communication, payments, meetings and events via one centralised system."""
Nexgen,nexgen.net.au,https://nexgen.net.au/careers,Townsville,"Regional IT managed services and NBN connectivity for North Queensland, Townsville QLD HQ",Medium - first-party homepage metadata captured,https://nexgen.net.au,"NexGen – Next-generation SEO tools to Nex Gen — Premium SEO Tools & Services Nex Gen offers premium SEO services — citations, backlinks, blog posts, guest posts and SEO automation — at competitive prices. Create your account and boost your rankings."
Localsearch,localsearch.com.au,https://localsearch.com.au/careers,Gold Coast,"Local business digital marketing and directory platform, Gold Coast QLD HQ",Medium - first-party homepage metadata captured,https://www.localsearch.com.au:443/,"Localsearch | Find Local Businesses Australia with Reviews Find thousands of local businesses, read & write reviews, request quotes & more. Are you an Aussie business owner? Take a look at our complete digital marketing service."
Intopia,intopia.digital,https://intopia.digital/careers,Sydney,"Digital accessibility consulting and testing for government and enterprise, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://intopia.digital,"Home - Intopia We specialise in WCAG 2.2, web accessibility testing and auditing, user research with people with disabilities, training, and consultancy."
ProNavigator,pronavigator.ai,https://pronavigator.ai/careers,Sydney,"AI-powered insurance knowledge base and product recommendations for brokers, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.guidewire.com:443/products/technology/insurance-ai-from-guidewire/pronavigator,"Guidewire ProNavigator | Guidewire Eliminate decision friction and streamline onboarding across your underwriting, claims, and service teams with an insurance-trained knowledge management system. Learn more about Guidewire ProNavigator."
Ezypay,ezypay.com,https://ezypay.com/careers,Sydney,"Subscription billing and recurring payment infrastructure for fitness and wellness, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.ezypay.com/,"Subscription Payments & Direct Debit Solutions | Ezypay Ezypay is the leading subscription payments and direct debit provider in Asia Pacific, helping businesses of all sizes power their regular billing."
Ferocia,ferocia.com.au,https://ferocia.com.au/careers,Melbourne,"App design studio behind Up Bank built on Bendigo and Adelaide Bank, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://ferocia.com.au,"Ferocia — Software Designed To Delight On paper, Ferocia is a bank. In practice, we're a tech company driven by a tight-knit crew of innovative thinkers on a mission to reinvent banking. In 2018, in collaboration with Bendigo Bank, we launched Up — an entirely digital bank designed to make financial wellbeing engaging and accessible. Find out more about our core teams and the latest available roles at Ferocia."
Hypertune,hypertune.com,https://hypertune.com/careers,Sydney,"Feature flag and A/B testing infrastructure with GraphQL-based config, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.hypertune.com/,"Hypertune | Type-safe, Git-based feature flags, experimentation, analytics, and app configuration Hypertune is the most flexible platform for feature flags, experimentation, analytics, and app configuration. Optimized for TypeScript, React, and Next.js."
Agora,agora.io,https://agora.io/careers,Sydney,"Real-time voice video and interactive live streaming SDK for app developers, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.agora.io/en/,"Real-Time Engagement & Conversational AI Platform | Agora Build ultra-low latency voice, video, chat, and voice AI experiences for meaningful human-to-human and human-to-AI conversations, with flexible APIs and no-code & low-code tools."
Tractor Ventures,tractorventures.com,https://tractorventures.com/careers,Melbourne,"Revenue-based financing for B2B SaaS companies in ANZ, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.tractorventures.com/,"Tractor Ventures Tractor Ventures does not believe in unnecessary dilution for Australian and New Zealand technology startups. We provide funding alternatives so that teams know where to invest in growth, and what the true cost of capital is."
Pocketed,pocketed.com.au,https://pocketed.com.au/careers,Sydney,"Automated government grant discovery and application assistant for SMEs, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://pocketed.com.au,pocketed.com.au Launching Soon
Behavox AU,behavox.com,https://behavox.com/careers,Sydney,"Compliance surveillance and conduct risk AI for financial services trading floors, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://behavox.com,"Behavox — AI Compliance and Conduct Surveillance AI-native compliance and conduct surveillance for financial institutions — Quantum, Polaris, Pathfinder, Trident and Poseidon on one platform."
Taggle Systems,taggle.com.au,https://taggle.com.au/careers,Adelaide,"Low-power wide-area IoT network for smart water and utilities metering, Adelaide SA HQ",Medium - first-party homepage metadata captured,https://taggle.com/,"Taggle - Digital Water Metering and Water Management Taggle provides an integrated end-to-end digital water metering solution for councils and utilities, saving water for a sustainable future."
Pnyx,pnyx.com.au,https://pnyx.com.au/careers,Canberra,"Deliberative democracy and digital engagement platform for government consultation, Canberra ACT HQ",Medium - first-party homepage metadata captured,https://www.pnyx.com.au/,"Comm.care by Pnyx — Care Management Software for NDIS and Aged Care Providers | Comm.care by Pnyx Comm.care by Pnyx is care management software built for Australian NDIS and aged care providers. Rostering, progress notes, billing, compliance — all in one platform."
Everty,everty.com.au,https://everty.com.au/careers,Sydney,"EV charging hardware and software management platform for strata and fleets, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://everty.com.au,EV Charging Australia: EV Charging Management Software I Everty Managing an EV Charging Station in Australia with Everty is easy & stress-free. Charging Management Software & Solutions to help your business thrive.
Liminal BioSciences AU,liminalbiosciences.com,https://liminalbiosciences.com/careers,Melbourne,"Plasma-derived and synthetic therapeutics for rare metabolic diseases, Melbourne VIC AU office",Medium - first-party homepage metadata captured,https://liminalbiosciences.com,Liminal BioSciences - Homepage
Inauro,inauro.com.au,https://inauro.com.au/careers,Sydney,"AWS-native IoT platform for industrial sensor onboarding and data streaming, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.inauro.com.au/,"Inauro Wealth Management Comprehensive, professional financial advice and wealth management for individuals and families."
Samsara Networks AU,samsara.com,https://samsara.com/careers,Sydney,"Connected operations platform with telematics sensors and AI dashcams for fleets, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.samsara.com/,"Samsara | The Connected Operations Platform Samsara's connected operations platform helps 20,000+ operations improve safety, cut costs, and run smarter — built with operators."
Weel,weel.com.au,https://weel.com.au/careers,Sydney,"Corporate virtual cards and expense management with real-time policy controls, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://letsweel.com/,"Weel: All-in-One Expense Management & AP Automation Weel is the all-in-one platform for finance teams. Issue smart corporate cards, automate accounts payable, and control company spend, all in one place."
Monash IVF,monashivf.com,https://monashivf.com/careers,Melbourne,"IVF clinic network with proprietary embryo culture and genetic testing technology, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://monashivf.com,"Monash IVF Australia |  Fertility Specialists — Monash IVF Starting a family isn’t always easy, it takes real bravery. That’s why our team of fertility specialists at Monash IVF Australia are here to support you on your journey. We provide the best fertility treatments & care."
Preezie,preezie.com,https://preezie.com/careers,Melbourne,"Guided selling and online product recommendation quiz platform for retailers, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://preezie.com,"#1 AI Shopping Assistant / Agent for 10% more revenue | preezie preezie is the AI Shopping Assistant trusted by PUMA and Arc’teryx. With built in controls, it sells like in-store staff, driving 5–10%+ revenue lift."
Aiven AU,aiven.io,https://aiven.io/careers,Sydney,"Open source data infrastructure cloud services including Kafka and PostgreSQL, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://aiven.io,"Aiven - Your AI-ready Open Source Data Platform Aiven is an AI-ready open source data platform that combines open-source services to rapidly stream, store and serve data across major cloud providers — simply and securely."
Pave Finance,pavefinance.com.au,https://pavefinance.com.au/careers,Brisbane,"Student loan refinancing and young professional finance platform, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://pavefinance.com.au,"Pave Finance Group Unlocking Potential, Together."
Pozi,pozi.com,https://pozi.com/careers,Melbourne,"GIS web mapping and spatial data management for local government councils, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://pozi.com,"- Pozi Simple. Affordable. Powerful GIS. Proudly Australian Made & Owned Developed and Supported Locally Insightful Maps, Informed Decisions Cloud-Based & Connected Pozi empowers public data through a cloud-based platform, with easy admin and seamless integration into enterprise systems. Design in QGIS & Publish in Pozi Powered by QGIS, Pozi is an easily adoptable solution that makes […]"
CarbonLink,carbonlink.com.au,https://carbonlink.com.au/careers,Sydney,"Australian carbon credit origination and registry connectivity for landholders, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://carbonlink.com.au,Soil Carbon Farming Australia | CarbonLink CarbonLink offers an end-to-end carbon farming solution for Aussie farmers. Proven & advanced science for carbon farming. Book a free consultation.
Haventec,haventec.com,https://haventec.com/careers,Sydney,"Passwordless multi-factor authentication using distributed key cryptography, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.haventec.com/,"High Assurance Authentication Engine | Haventec We provide the world's #1 authentication engine to transform security, accessibility and experience."
Clevertar,clevertar.com,https://clevertar.com/careers,Adelaide,"Conversational avatar agents for government service delivery and aged care, Adelaide SA HQ",Medium - first-party homepage metadata captured,https://www.clevertar.com/,"Clevertar | Australia's #1 AI Partner for Customer Engagement Clevertar builds AI customer support agents for Australian retailers and enterprises resulting in an average 25% conversion uplift, 40–60% support cost reduction, & >20× ROI. Adelaide-based. Book a discovery call."
Xref,xref.com,https://xref.com/careers,Sydney,"Automated reference checking and candidate screening platform, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.xref.com/,"Xref | Build better teams with employer intelligence Xref is the easiest way to make data driven HR decisions - hire with confidence, build culture with clarity, and turn attrition into retention."
Mobi Solutions,mobisolutions.com.au,https://mobisolutions.com.au/careers,Darwin,"Mobile workforce and field service management for NT government and utilities, Darwin NT HQ",Medium - first-party homepage metadata captured,https://www.mobisolutions.com.au/,Home | Mobi Solutions
Haiku Deck AU,haikudeck.com,https://haikudeck.com/careers,Sydney,"AI-powered presentation creation for sales and marketing teams, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://haikudeck.com,Haiku Deck: Presentation Software and Online Presentation Tools Create presentations that inspire. Use Haiku Deck to build your next presentation 10x faster and more beautiful than other presentation tools. Sign up for free.
Zutec AU,zutec.com,https://zutec.com/careers,Sydney,"Construction quality management and handover documentation platform, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://zutec.com,"ConTech and PropTech Software | Zutec (Global) ConTech and PropTech software, providing data management, quality management, handover management and asset management to deliver productivity, compliance and sustainability throughout the building lifecycle."
