domain,name,current_ambiguous_input,source_url,outcome,candidate_count
quantium.com.au,Quantium,"George Street, Sydney NSW 2000, Australia",https://quantium.com/,reachable_no_street_candidate,0
quantxlabs.com,QuantX Labs,"North Terrace, Adelaide SA 5000, Australia",https://quantxlabs.com,reachable_no_street_candidate,0
realtimenetworks.com.au,RealTime Networks,"St Georges Terrace, Perth WA 6000, Australia",,unreachable,0
redlandmarine.com.au,Redland Marine BioSensors,"Middle Street, Cleveland QLD 4163, Australia",,unreachable,0
resmed.com,ResMed Digital,"George Street, Sydney NSW 2000, Australia",https://www.resmed.com.au/,reachable_no_street_candidate,0
rezdy.com,Rezdy,"George Street, Sydney NSW 2000, Australia",,unreachable,0
rezeco.com.au,Rezeco,"King William Street, Adelaide SA 5000, Australia",,unreachable,0
rezola.com.au,Rezola,"King William Street, Adelaide SA 5000, Australia",,unreachable,0
riverlandirrigation.com.au,Riverland Irrigation IoT,"Ral Ral Avenue, Renmark SA 5341, Australia",http://riverlandirrigation.com.au,reachable_no_street_candidate,0
rmeglobal.com,Russell Mineral Equipment Tech,"Industrial Avenue, Toowoomba QLD 4350, Australia",https://www.rmeglobal.com,reachable_no_street_candidate,0
robinahealthtech.com.au,Robina Healthtech Solutions,"Robina Town Centre Drive, Robina QLD 4226, Australia",,unreachable,0
romapastoral.com.au,Roma Pastoral Tech,"McDowall Street, Roma QLD 4455, Australia",,unreachable,0
rosterfy.com,Rosterfy,"Collins Street, Melbourne VIC 3000, Australia",https://www.rosterfy.com:443/,reachable_no_street_candidate,0
roxbydownstech.com.au,Roxby Downs Remote Mining,"Richardson Place, Roxby Downs SA 5725, Australia",,unreachable,0
saab.com,Saab Australia Digital,"Third Avenue, Mawson Lakes SA 5095, Australia",https://www.saab.com/,reachable_no_street_candidate,0
samsara.com,Samsara Networks AU,"George Street, Sydney NSW 2000, Australia",https://www.samsara.com/,reachable_no_street_candidate,0
scalapay.com,Scalapay,"Squires Way, North Wollongong NSW 2500, Australia",https://www.scalapay.com/,reachable_no_street_candidate,0
scenegroup.com.au,Scene Group Tech,"Pakenham Street, Fremantle WA 6160, Australia",,unreachable,0
sealite.com.au,Sealite,"Mann Street, Gosford NSW 2250, Australia",,unreachable,0
seerdata.com.au,Seer Data,"George Street, Sydney NSW 2000, Australia",https://seerdata.ai:443/,reachable_no_street_candidate,0
seqta.com.au,SEQTA Software,"Grand Boulevard, Joondalup WA 6027, Australia",https://www.tes.com/en-au/for-schools/seqta,address_candidates_found,4
sherlok.com.au,Sherlok,"George Street, Sydney NSW 2000, Australia",https://www.sherlok.com.au/,reachable_no_street_candidate,0
sievertlarsen.com,Sievert Larsen,"St Georges Terrace, Perth WA 6000, Australia",,unreachable,0
silentiumdefence.com.au,Silentium Defence,"Mawson Lakes Boulevard, Mawson Lakes SA 5095, Australia",https://www.silentiumdefence.com.au/,reachable_no_street_candidate,0
skoolbag.com.au,Skoolbag,"George Street, Sydney NSW 2000, Australia",https://audiri.com.au/,reachable_no_street_candidate,0
skyfii.com,Skyfii,"George Street, Sydney NSW 2000, Australia",,unreachable,0
smartcitiesiot.com.au,Smart Cities IoT Australia,"Crown Street, Wollongong NSW 2500, Australia",,unreachable,0
smartfarmune.com.au,SMART Farm UNE,"Madgwick Drive, Armidale NSW 2350, Australia",,unreachable,0
smartsatcrc.com,SmartSat CRC,"Frome Road, Adelaide SA 5000, Australia",https://smartsatcrc.com,reachable_no_street_candidate,0
snapsend.com.au,SnapSend,"Queen Street, Brisbane QLD 4000, Australia",https://www.snapsendsolve.com/,reachable_no_street_candidate,0
sol-secure.com.au,Sol-Secure,"Clarence Street, Port Macquarie NSW 2444, Australia",,unreachable,0
southerncrosscomputing.com.au,Southern Cross Computing,"Brisbane Street, Launceston TAS 7250, Australia",,unreachable,0
southernriverinaiot.com.au,Southern Riverina IoT,"Cressy Street, Deniliquin NSW 2710, Australia",,unreachable,0
southwestagtech.com.au,South West Agtech Bunbury,"Victoria Street, Bunbury WA 6230, Australia",,unreachable,0
southwestiot.com.au,South West IoT,"Liebig Street, Warrnambool VIC 3280, Australia",,unreachable,0
spendless.com.au,Spendless,"Queen Street, Brisbane QLD 4000, Australia",https://www.spendless.com.au/,reachable_no_street_candidate,0
splend.com.au,Splend Tech,"Bourke Street, Alexandria NSW 2015, Australia",https://www.splend.com/,address_candidates_found,5
spookfish.com,Spookfish Geospatial,"St Georges Terrace, Perth WA 6000, Australia",,unreachable,0
sportsbet.com.au,Sportsbet Tech,"Collins Street, Melbourne VIC 3000, Australia",https://www.sportsbet.com.au/,reachable_no_street_candidate,0
stanthorpeappletech.com.au,Stanthorpe Apple Tech,"Maryland Street, Stanthorpe QLD 4380, Australia",,unreachable,0
starofthesouth.com.au,Star of the South Telemetry,"Church Street, Traralgon VIC 3844, Australia",https://southerlyten.com.au/project/star-of-the-south/,reachable_no_street_candidate,0
starpharma.com,Starpharma,"Victoria Street, Abbotsford VIC 3067, Australia",https://starpharma.com,reachable_no_street_candidate,0
steller.com.au,Steller,"Collins Street, Melbourne VIC 3000, Australia",http://steller.com.au,reachable_no_street_candidate,0
strikingly.com,Strikingly,"George Street, Sydney NSW 2000, Australia",https://www.strikingly.com/,reachable_no_street_candidate,0
subiacocloud.com.au,Subiaco Cloud Technologies,"Rokeby Road, Subiaco WA 6008, Australia",,unreachable,0
subzerorobotics.com.au,Subzero Robotics,"Harbour Drive, Coffs Harbour NSW 2450, Australia",,unreachable,0
sunraysiasolar.com.au,Sunraysia Solar Telemetry,"Deakin Avenue, Mildura VIC 3500, Australia",http://sunraysiasolar.com.au/404.html,reachable_no_street_candidate,0
telnyx.com,Telnyx,"George Street, Sydney NSW 2000, Australia",https://telnyx.com,reachable_no_street_candidate,0
tether.io,Tether,"George Street, Sydney NSW 2000, Australia",https://tether.io,reachable_no_street_candidate,0
thindata.com.au,Thindata,"King William Street, Adelaide SA 5000, Australia",,unreachable,0
tideways.com.au,Tideways,"Smith Street, Darwin NT 0800, Australia",https://tideways.com.au,reachable_no_street_candidate,0
tillpoint.com,Tillpoint,"George Street, Sydney NSW 2000, Australia",https://www.tillpoint.com/,reachable_no_street_candidate,0
tillr.io,Tillr,"Queen Street, Brisbane QLD 4000, Australia",https://tillr.io,reachable_no_street_candidate,0
timelio.com.au,Timelio,"Collins Street, Melbourne VIC 3000, Australia",https://timelio.com.au,reachable_no_street_candidate,0
tonsleycleanenergy.com.au,Tonsley Clean Energy Tech,"Tonsley Boulevard, Tonsley SA 5042, Australia",,unreachable,0
townsvilleporttech.com.au,Townsville Port Telemetry,"Benwell Road, South Townsville QLD 4810, Australia",,unreachable,0
trace.io,Trace Together AU,"George Street, Sydney NSW 2000, Australia",,unreachable,0
tractorventures.com,Tractor Ventures,"Collins Street, Melbourne VIC 3000, Australia",https://www.tractorventures.com/,reachable_no_street_candidate,0
tradesquare.com.au,TradeSquare,"William Street, Melbourne VIC 3000, Australia",https://www.tradesquare.com.au/,reachable_no_street_candidate,0
ubercarshare.com,Uber Carshare,"Harris Street, Ultimo NSW 2007, Australia",https://www.uber.com/au/en/u/uber-rent/,reachable_no_street_candidate,0
updraft.com.au,Updraft,"Queen Street, Brisbane QLD 4000, Australia",https://updraft.com.au,reachable_no_street_candidate,0
vantage-dc.com,Vantage Data Centres,"George Street, Sydney NSW 2000, Australia",https://vantage-dc.com,address_candidates_found,2
varsitylakescloud.com.au,Varsity Lakes Cloud Lab,"Varsity Parade, Varsity Lakes QLD 4227, Australia",,unreachable,0
venly.io,Venly,"Collins Street, Melbourne VIC 3000, Australia",https://www.venly.io/,reachable_no_street_candidate,0
venngroup.com,Venn Group AU,"Queen Street, Brisbane QLD 4000, Australia",https://www.venngroup.com/,reachable_no_street_candidate,0
verida.io,Verida,"Queen Street, Brisbane QLD 4000, Australia",,unreachable,0
versarien.com,Versarien AU,"George Street, Sydney NSW 2000, Australia",,unreachable,0
victorharborsensors.com.au,Victor Harbor Coastal Sensors,"Ocean Street, Victor Harbor SA 5211, Australia",,unreachable,0
violetx.com.au,VioletX,"St Georges Terrace, Perth WA 6000, Australia",,unreachable,0
vocus.com.au,Vocus Group,"Collins Street, Melbourne VIC 3000, Australia",https://www.vocus.com.au/,reachable_no_street_candidate,0
weel.com.au,Weel,"George Street, Sydney NSW 2000, Australia",https://letsweel.com/,reachable_no_street_candidate,0
weipamaritime.com.au,Weipa Maritime Logistics,"Commercial Avenue, Weipa QLD 4874, Australia",,unreachable,0
wettropicsbiosensors.com.au,Wet Tropics BioSensors,"Abbott Street, Cairns QLD 4870, Australia",,unreachable,0
whogivesacrap.org,Who Gives A Crap,"Smith Street, Collingwood VIC 3066, Australia",https://au.whogivesacrap.org/,reachable_no_street_candidate,0
whyallagreensteel.com.au,Whyalla Green Steel Tech,"Iron Knob Road, Whyalla SA 5600, Australia",,unreachable,0
xplicit.com.au,Xplicit,"Flinders Street, Townsville QLD 4810, Australia",,unreachable,0
yarravalleycloud.com.au,Yarra Valley Cloud Systems,"Main Street, Lilydale VIC 3140, Australia",,unreachable,0
zeroco.com.au,Zero Co,"Hastings Street, Noosa Heads QLD 4567, Australia",https://zeroco.com.au,reachable_no_street_candidate,0
zerolatencyvr.com,Zero Latency VR,"North Melbourne, North Melbourne VIC 3051, Australia",https://zerolatencyvr.com,reachable_no_street_candidate,0
zutec.com,Zutec AU,"George Street, Sydney NSW 2000, Australia",https://zutec.com,reachable_no_street_candidate,0
